DESCRIPTIONS,severity,severity_score
"In Journal Voucher , make compulsory to put GST impact if  Accounting Tab contain any GL realated to CGST,SGST,IGST . If  Accounting Tab not contain GL related to CGST,SGST and IGST then it's not compulsory to put GST impact. ",,50
"Please Complete Work as Per System. When creating a ticket, the loader is spinning and an exception is occurring",,80
Please Complete Work as Per System.  Pls Change HSN of the Items  SKU- 530011  SKU- 4033  SKU- 4193  HSN- 39232990,,35
"Change the HSN codes in the Item Master according to the Party's HSN details, effective immediately for ongoing data only, without altering historical or BACK DATA ",,35
Please do the following changes in HSN Master Account as per attched Excel Sheet.,,35
Please do the as per attached Excel Sheet.,,50
While assigning permission in the id of ST087 (ajit) it is showing record has been canceled already please remove this  permission of HRMS Module .,,50
Please do the following Changes as per attached Excel Sheet.,,35
"Refer to discussion in whats app on 13th Jun'25, sales graph was requitred. As shared than again attaching sample files (4).",,50
Please Complete Work as Per System. Electrical and other assets code generation and pasting on it.,,50
"Please Complete Work as Per System.  In store issue the issued qty is getting .99999, when in item master in checkbox tab, Over ride UOM Decimal Place is checked   if the qty is 103.157 and the user entered qty 103.15 and add it, then in issued qty shows 103.159999999999    Tester- Guddu, vipin  Alt tester- Prakash  ",,35
Please Complete Work as Per System.  E-way bill not generated error needs to be eliminated  ,,80
"Please Complete Work as Per System.  At Inward time PO not showing so kindly check and do the needful ASAP.    Party Name :- SHAKTI FLEXIPACK  PO No :- SR/FA/25-26/31  Item Gate In Out :- SR/GE/25-26/168    Tester- Guddu, vipin  Alt tester- Prakash",,50
Employee is unable to log in to ERP system using their Employee ID. The system shows an error message or does not accept the credentials. Requesting to check and resolve the login issue.    Their employee code are as follows   72410 Sanjay    20348 Sikander    72413 Manoj  ,,80
"After entering the item production in ERP, the time to approve (some unknown error occurred) is shown.  And I've attached a screenshot.  Please resolve this issue as soon as possible as it will delay production.",,80
Please make GSTR1-Summary Report report as per given excel sheet.Table 1 and Table 2  in excel are same sheet  but shown in 2 diffrent due to pdf conversion to Excel error.,,80
Need to dashboard for Customer Service and Lead Management. Basically Status reports,,50
"Please Complete Work as Per System.  Item Bom not getting saved after updating item bom   data is attached   request by Prashant ji     tester- Guddu, Vipin  alt tester- Prakash",,35
NOT ABLE TO EXPORT IN EXCEL,,50
NOT ABLE TO EXPORT IN EXCELFROM 1/10/2025 TO 31/10/2025,,50
"In Sales Invoice No. - GST/25-26/903 , In Post Transaction Tab column Name - Trans Doc No- wrongly put decimal after zero. Please Remove decimal after Zero. Due to decimal we are unable to create E-Invoice. Plaese also do Changes related reports.",,80
"In Sales invoice , Doc. no. - SI/25-26 we are unable to approve. Pop up showing as given in attachment. Please Check and resolve.",,80
"In Sale Invoice , Doc. No. - SI/25-26/461 we are unable to approve due to Debit , credit showing Unequal.",,80
In Sale Return Invoice we are not able to save Sales Return due to Debit Credit Balance showing Unequal as shown in attachment. Please Check and Resolve.,,50
Employee code is not appearing in the Employee Master section for the below employee. Please update or generate the employee code from the backend.  Employee Name: Harishan Gond  Employee ID / Code (to be updated):     ,,35
IN ERP'S ITEM MASTER (SKU - 329870) ITS HSN CODE IS WRONGLY FILLED. PLEASE CHANGE ITS HSN CODE. FOR WHICH WE HAVE ATTACHED DOCUMENTS. I HOPE THIS PROBLEM WILL BE RESOLVED SOON.,,35
"Please Complete Work as Per System.  ""Make the header thinner and adjust the ticker to fit into the top header — this is Siddharth sir’s requirement.""    Tester- Guddu , Vipin   Alt Test- Prakash",,50
"We are not able to take print of Doc. no. - GST/25-26/905, GST/25-26/906. Its Showing Loading only. Please Check and Resolve.",,50
"Please Complete Work as Per System.  pls remove permission of Purchase Module of Employee   Code SR0042  Name -GIRIRAJSINH DHIRUBHAI     Request by Shashi sir     Tester- Guddu, vipin  Alt- Prakash",,35
We are not able to Export data of Item Master  - All item and Till Date. Please Check and Resolve. If it take too  much time to resolve then please Give it in excel for temporory Basis.,,50
"Please Complete Work as Per System. Please delete the packaging list row with the following details:  Packaging List No: SARONIC SPIRIT LOT NO. 42, 45, 50  ( User Name Sunil is requesting to delete this) and (Shashi sir has approved the deletion)",,35
Please Complete Work as Per System.    Assign permission karne ke bad permissions se checkbox unselect ho jata hai ,,50
Please Complete Work as Per System.  Provide Training of Store issue Return to rutul ji ,,50
"As per the attached Purchase Order print, we need the FC (Foreign Currency) should be displayed.",,50
Please Update the Opening Stock on dated 01.04.2025. Excel Sheet was shared in Mail  with Support and Ram ji mail id.,,35
"Please Complete Work as Per System.  Need data of MRN REGISTER (JWI) from 1/10/2025 to 31/10/2025 of all  request by Sonali ji     Tester- Guddu,vipin  alt tester- Prakash",,35
Please Complete Work as Per System.  My Dashboard pe search karne pe Token check failed or insufficient balance in your Wallet aa raha ,,90
"Please Complete Work as Per System.  All the newly designed forms should use a common bundled JS, jqgrid and CSS file.",,50
"When the financial year is changed in the system, the application should automatically generate opening balances for all ledgers, customers, suppliers, and inventory accounts based on the closing balances of the previous financial year.     Currently, this process needs to be performed manually or partially, which can lead to missing entries and inconsistency in reports.",,35
"In Inward Challan No. - 20187126 of Gate entry No. - 20187389, Party Challan No. Not showing. Please Check and resolve.",,50
Supplier quotation papers are not being generated po  and also mention po number is SQ/25-26/225. and I also attached document   pls resolve the query as soon as possible,,50
"Please give check list plan permission in erp (employee name-Bimlesh , Employee Code-10142)",,50
"In Sales Invoice against Delivery Note, Doc. No. - GST/25-26/921 , Please Remove Transporter Id from it . It is wronly entered.",,50
"We Want changes in k.k.m website. i a attaching the excel file with you in which i performed website audit .  kindly let me know .name , shubham   phone no. 8368903706",,35
"Please Complete Work as Per System.  Duplicate generate ho gaya hai dashboard pe nahi dikhai de raha hai or duplicate ka message pop up aa raha hai     Tester- Guddu, Vipin  atl tester- Prakash  ",,50
"Please Complete Work as Per System.  Pls add employee name on Forward to Development on all old tickets   Emp Name- Swati  Emp code - ST043    Tester- Guddu, Vipin  Alt tester- Prakash",,35
"Please Complete Work as Per System. PFA Doc no - DNSO/25-26/1701, on approval time it's showing stock combination does not match pls resolve as soon as possible severity score - 90",90.0,50
"Please Complete Work as Per System.    we want change in sanchay tech website. i am attaching the excel file with you in which i performed audit. name - shubham, phone no. 8368903706    Tester- Vipin, Guddu  Alt- tester- Prakash",,35
"Please Complete Work as Per System.    show a matching score (%) for the person who got recognized,  save a screenshot of each recognized person’s face.  clean/correct the displayed name     Severity score- 68  ",68.0,50
"In the checklist template, we want to show the checkpoints on Monday in a week but after selecting it, it gets removed and when we check it in the table also, that plan is not showing in it.  CL Template Code : MCS/AA3949  All points.    I am attaching two screenshots .",,50
Please Complete Work as Per System. pls give us Sales Invoice Wise Average Rate And Value as per last data PFA,,50
"In Item Master, SKU - 327727 , Please Change HSN Code in this From HSN Code - 998860 to HSN Code - 998933.",,35
Please Complete Work as Per System. PFA Delivery note is not getting saved there is msg - some unknow error occurred Exception- SaveUpdateDeliveryNoteAgainstSalesOrder Severity score -90,90.0,80
